Site,Room,Strata,Photo No,Image,Type,Assocnoeg,Box,GridE,GridN,Orientation,DepBeg,DepEnd,Date,CDRH: Date,Photographer,Feature No,Signi Art No,Other No,"CDRH: Human Remains 
(y/n)",Subject,CDRH: Subject Category 1,CDRH: Subject Category 2,CDRH: Subject Category 3,Comments,Storage Location,Data Entry,CDRH: Image Quality Notes,CDRH: Notes
LA 8846,,,PA00455,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00456,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00457,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00458,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00459,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00460,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00461,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00462,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00463,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00464,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00465,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00466,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00467,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00468,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00469,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00470,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00471,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00492,print,color,no,PA001,,,no data,,,0000980,,no data,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00493,print,color,no,PA001,,,no data,,,0000980,,no data,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00497,print,black-white,no,PA001,,,no data,,,,,no data,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00500,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00501,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00502,print,color,no,PA001,,,East,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00503,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00504,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00505,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00506,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00507,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00508,print,color,no,PA001,,,North,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00509,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00510,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00511,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00512,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00513,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00514,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00515,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00516,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00517,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00518,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00519,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00520,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00521,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00522,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00523,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00524,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00525,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00526,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00527,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00528,print,color,no,PA001,,,North,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00529,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00530,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00531,print,color,no,PA001,,,Northwest,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00532,print,color,no,PA001,,,Northwest,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00533,print,color,no,PA001,,,Northwest,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00534,print,color,no,PA001,,,Northeast,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00535,print,color,no,PA001,,,West,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00536,print,color,no,PA001,,,Northeast,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00537,print,color,no,PA001,,,Northeast,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00538,print,color,no,PA001,,,Northeast,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00539,print,color,no,PA001,,,Northeast,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00542,print,color,no,PA001,,,North,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00543,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00544,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00545,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00546,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00547,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season; see contact sheet PA00551,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00548,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season; see contact sheet PA00551,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00549,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season; see contact sheet PA00551,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00550,print,color,no,PA001,,,no data,,,0000979,,Foutz,,,,,Excavation,,,,stabilization at pre-field season,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00555,print,black-white,no,PA001,,,no data,,,,,no data,,,,,Excavation,,,,stabilization at pre-field season; see contact sheet PA00551,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00594,print,black-white,no,PA001,,,no data,,,0727977,,Peter George,,,77R19-28,,Excavation,,,,unidentified crew members in square,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00595,print,black-white,no,PA001,,,West,,,0727977,,Peter George,,,77R19-16,,Excavation,,,,unidentified crew members across site; see PA00596,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00596,print,black-white,no,PA001,,,West,,,0727977,,Peter George,,,77R19-19,,Excavation,,,,unidentified crew members across site; see PA00595,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00597,print,black-white,no,PA001,,,West,,,0727977,,Peter George,,,77R19-21,,Excavation,,,,unidentified crew members across site; see PA00595,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00823,negative,black-white,no,PA001,,,Northwest,,,,,no data,,,,,Excavation,,,,east wing,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00824,negative,black-white,no,PA001,,,no data,,,,,no data,,,,,Excavation,,,,"hearth, ceramics",Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00828,negative,black-white,no,PA001,,,no data,,,,,no data,,,,,Excavation,,,,view across ruin,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00829,negative,black-white,no,PA001,,,no data,,,,,no data,,,,,Excavation,,,,view across ruin,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00841,negative,black-white,no,PA001,,,no data,,,,,no data,,,,,Excavation,,,,room floor,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00842,negative,black-white,no,PA001,,,no data,,,,,no data,,,,,Excavation,,,,kiva excavation,Salmon Curation Office,N Espinosa,,
LA 8846,129W,,PA00926,print,black-white,no,PA001,,,East,,,0802978,,Peter George,,,78R15-33,,Excavation,,,,floor,Salmon Curation Office,N Espinosa,,
LA 8846,129W,,PA00932,print,black-white,no,PA001,,,East,,,0811978,,Peter George,,,78R22-7,,Excavation,,,,test trench,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00311,print,black-white,no,PA001,,,West,,,0727977,,Peter George,,,77R19-16,,"Excavation, plaza",,,,may be overlapped with PA00312 for panorama,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00312,print,black-white,no,PA001,,,West,,,0727977,,Peter George,,,77R19-21,,"Excavation, plaza and west wing",,,,may be overlapped with PA00311 for panorama,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00298,print,black-white,no,PA001,,,West,,,0000972,,no data,,,,,"Excavation, west wing",,,,unidentified crew,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00299,print,black-white,no,PA001,,,Southwest,,,0000972,,no data,,,,,"Excavation, west wing",,,,unidentified crew,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00297,print,color,no,PA001,,,no data,,,,,no data,,,,,Excavations,,,,unidentified crew,Salmon Curation Office,N Espinosa,,
LA 8846,062W,,PA00301,print,color,no,PA001,,,no data,,,0000975,,no data,,,,,Excavations,,,,unidentified crew,Salmon Curation Office,N Espinosa,,
LA 8846,130W,,PA00302,print,color,no,PA001,,,no data,,,,,no data,,,,,Excavations,,,,unidentified crew,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00766,negative,black-white,no,PA001,,,no data,,,,,no data,,,,,Excavations,,,,,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00767,negative,black-white,no,PA001,,,no data,,,,,no data,,,,,Excavations,,,,,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00768,negative,black-white,no,PA001,,,no data,,,,,no data,,,,,Excavations,,,,,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00769,negative,black-white,no,PA001,,,no data,,,,,no data,,,,,Excavations,,,,,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00152,print,black-white,no,PA001,,,no data,,,0000976,,no data,,,76-R24-34,,Excavators,,,,filling out forms,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00153,print,black-white,no,PA001,,,no data,,,0000976,,no data,,,76-R24-37,,Excavators,,,,throwing dirt up frpm room floor for screening,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00208,print,black-white,no,PA001,,,no data,,,,,no data,,,,,Excavators,,,,measuring floor,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00211,print,black-white,no,PA001,,,no data,,,,,no data,,,,,Excavators,,,,"Rich Smigliewski, Nancy Muller, Mrs. Mark Strong",Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00218,print,black-white,no,PA001,,,no data,,,,,no data,,,,,Excavators,,,,unidentified,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00250,print,black-white,no,PA001,,,no data,,,,,no data,,,,,Excavators,,,,taking depth measurements,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00125,print,black-white,no,PA001,,,no data,,,,,no data,,,,,"Excavators, promotional",,,,,Salmon Curation Office,N Espinosa,,
LA 8846,097W,,PA00201,print,black-white,no,PA001,,,no data,,,0815977,,Peter George,,,77R33-23,,"Faunal, macaw",,,,in situ,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00353,print,black-white,no,PA001,,,no data,,,,,no data,,,,,Feature,,,,"pre-excavation, possibly a wall",Salmon Curation Office,N Espinosa,,
LA 8846,129W,,PA00928,print,black-white,no,PA001,,,East,,,0802978,,Peter George,,,78R15-34,,"Feature, cobble",,,,excavation,Salmon Curation Office,N Espinosa,,
LA 8846,129W,,PA00929,print,black-white,no,PA001,,,East,,,0803978,,Peter George,,,78R16-19,,"Feature, cobble",,,,excavation,Salmon Curation Office,N Espinosa,,
LA 8846,083W,,PA00934,print,black-white,no,PA001,,,no data,,,0811978,,Peter George,,,78R23-2,,"Feature, cobble",,,,floor,Salmon Curation Office,N Espinosa,,
LA 8846,083W,,PA00935,print,black-white,no,PA001,,,no data,,,0811978,,Peter George,,,78R23-2,,"Feature, cobble",,,,floor,Salmon Curation Office,N Espinosa,,
LA 8846,129W,,PA00938,print,black-white,no,PA001,,,no data,,,0811972,,Peter George,,,78R22-21,,"Feature, cobble",,,,floor,Salmon Curation Office,N Espinosa,,
LA 8846,129W,,PA00939,print,black-white,no,PA001,,,no data,,,0811978,,Peter George,,,78R22-22,,"Feature, cobble",,,,floor,Salmon Curation Office,N Espinosa,,
LA 8846,083W,,PA00940,print,black-white,no,PA001,,,no data,,,0811978,,Peter George,,,78R23-7,,"Feature, cobble",,,,floor,Salmon Curation Office,N Espinosa,,
LA 8846,129W,,PA00941,print,black-white,no,PA001,,,no data,,,0811978,,Peter George,,,78R22-23,,"Feature, cobble",,,,floor,Salmon Curation Office,N Espinosa,,
LA 8846,097W,,PA00942,print,black-white,no,PA001,,,no data,,,0806975,,Peter George,,,75R31-3,,"Feature, cobble",,,,floor,Salmon Curation Office,N Espinosa,,
LA 8846,053W,,PA00121,print,black-white,no,PA001,,,no data,,,0816976,,no data,,,76R39-16,,Floor,,,,southwest corner,Salmon Curation Office,N Espinosa,,
LA 8846,053W,,PA00122,print,black-white,no,PA001,,,no data,,,0816976,,no data,,,76R39-15,,Floor,,,,,Salmon Curation Office,N Espinosa,,
LA 8846,053W,,PA00123,print,black-white,no,PA001,,,no data,,,0816976,,no data,,,76R39-9,,Floor and south wall trench,,,,,Salmon Curation Office,N Espinosa,,
LA 8846,053W,,PA00124,print,black-white,no,PA001,,,no data,,,0816976,,no data,,,76R39-14,,Floor and south wall trench,,,,,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00018,print,black-white,no,PA001,,,Northeast,,,1002978,,Peter George,,,78R51-5,,Four Corners Quarry,,,,geologic formation,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00019,print,black-white,no,PA001,,,no data,,,1003978,,Peter George,,,78R51-22,,Four Corners Quarry,,,,debitage/ procurment samples,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00020,print,black-white,no,PA001,,,no data,,,1003978,,Peter George,,,78R51-18,,Four Corners Quarry,,,,debitage/ procurment samples,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00021,print,black-white,no,PA001,,,no data,,,1003978,,Peter George,,,78R51-25,,Four Corners Quarry,,,,debitage/ procurment samples,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00054,print,black-white,no,PA001,,,no data,,,,,no data,,,,,Four Corners Quarry,,,,paste up for 1980 report; pp unknown,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00055,print,black-white,no,PA001,,,no data,,,,,no data,,,,,Four Corners Quarry,,,,paste up for 1980 report; pp 135,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00056,print,black-white,no,PA001,,,no data,,,,,no data,,,,,Four Corners Quarry,,,,paste up for 1980 report; pp 133,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00898,print,black-white,no,PA001,,,no data,,,1002978,,no data,,,78R51-4,,Four Corners Quarry,,,,landscape,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00899,print,black-white,no,PA001,,,no data,,,,,Peter George,,,,,Four Corners Quarry,,,,landscape,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00900,print,black-white,no,PA001,,,no data,,,1002978,,Peter George,,,78R51-3,,Four Corners Quarry,,,,landscape,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00901,print,black-white,no,PA001,,,no data,,,1003978,,Peter George,,,78R51-11,,Four Corners Quarry,,,,landscape,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00902,print,black-white,no,PA001,,,no data,,,1003978,,Peter George,,,78R51-12,,Four Corners Quarry,,,,landscape,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00903,print,black-white,no,PA001,,,no data,,,1003978,,Peter George,,,78R51-10,,Four Corners Quarry,,,,landscape,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00904,print,black-white,no,PA001,,,no data,,,1003978,,Peter George,,,78R51-8,,Four Corners Quarry,,,,landscape,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00905,print,black-white,no,PA001,,,no data,,,1002978,,Peter George,,,78R51-2,,Four Corners Quarry,,,,landscape,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00906,print,black-white,no,PA001,,,no data,,,1003978,,Peter George,,,78R51-9,,Four Corners Quarry,,,,landscape,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00907,print,black-white,no,PA001,,,no data,,,1003978,,Peter George,,,78R51-17,,Four Corners Quarry,,,,landscape,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00908,print,black-white,no,PA001,,,no data,,,1003978,,Peter George,,,78F51-20,,Four Corners Quarry,,,,landscape,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00909,print,black-white,no,PA001,,,no data,,,1003978,,Peter George,,,78R51-24,,Four Corners Quarry,,,,landscape,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00286,print,black-white,yes,PA001,,,no data,,,0800972,,no data,,,,,Fred Nials,,,,preparing ceramic sample; neg #PA00819,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00287,print,black-white,yes,PA001,,,no data,,,0800972,,no data,,,,,Fred Nials,,,,preparing ceramic sample; neg #PA00819,Salmon Curation Office,N Espinosa,,
LA 8846,130W,,PA00659,photocopy,black-white,no,PA001,,,no data,,,,,no data,,,,,General images,,,,,Salmon Curation Office,N Espinosa,,
LA 8846,130W,,PA00660,photocopy,black-white,no,PA001,,,no data,,,,,no data,,,,,General images,,,,,Salmon Curation Office,N Espinosa,,
LA 8846,130W,,PA00661,photocopy,black-white,no,PA001,,,no data,,,,,no data,,,,,General images,,,,,Salmon Curation Office,N Espinosa,,
LA 8846,130W,,PA00662,photocopy,black-white,no,PA001,,,no data,,,,,no data,,,,,General images,,,,,Salmon Curation Office,N Espinosa,,
LA 8846,130W,,PA00663,photocopy,black-white,no,PA001,,,no data,,,,,no data,,,,,General images,,,,,Salmon Curation Office,N Espinosa,,
LA 8846,130W,,PA00664,photocopy,black-white,no,PA001,,,no data,,,,,no data,,,,,General images,,,,,Salmon Curation Office,N Espinosa,,
LA 8846,130W,,PA00665,photocopy,black-white,no,PA001,,,no data,,,,,no data,,,,,General images,,,,,Salmon Curation Office,N Espinosa,,
LA 8846,130W,,PA00666,photocopy,black-white,no,PA001,,,no data,,,,,no data,,,,,General images,,,,,Salmon Curation Office,N Espinosa,,
LA 8846,130W,,PA00667,photocopy,black-white,no,PA001,,,no data,,,,,no data,,,,,General images,,,,,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00219,print,black-white,no,PA001,,,no data,,,,,no data,,,,,Gordon Fritz,,,,"from El Paso, TX",Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00233,print,black-white,no,PA001,,,no data,,,,,no data,,,,,"Gordon Fritz, unidentified crew",,,,early excavations,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00919,drawing,black-white,no,PA001,,,no data,,,,,no data,,,,,"Graph, lithic",,,,lithic frequency,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00097,print,black-white,no,PA001,,,North,,,0914978,,Peter George,,,78R50-24,,Great Kiva,,,,aerial,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00558,print,black-white,no,PA001,,,no data,,,,,no data,,,,,Great Kiva,,,,stabilization at pre-field season; see contact sheet PA00557,Salmon Curation Office,N Espinosa,,
LA 8846,130W,,PA00023,transparency,black-white,no,PA001,,,no data,,,,,no data,,,,,Great Kiva floor plan,,,,photocopies (4),Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00265,print,black-white,no,PA001,,,no data,,,0700972,,no data,,,,,"Greg Hawk, Alton James",,,,,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00204,print,black-white,no,PA001,,,no data,,,,,no data,,,,,"Greg Stradiatto, Rex Adams",,,,using plumb bob to position grid stake,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00224,print,color,no,PA001,,,no data,,,,,no data,,,,,Greg Stradiotto,,,,recording field notes,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00324,print,black-white,no,PA001,,,no data,,,,,no data,,,,,Grinding corn,,,,on trough metate; see color copy PA00325,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00325,print,color,no,PA001,,,no data,,,,,no data,,,,,Grinding corn,,,,on trough metate; see b/w copy PA00324,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00855,print,color,no,PA001,,,no data,,,0618979,,Peter George,,,,,Groundstone misuse,,,,ENM838; polaroid 600 print,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00856,print,color,no,PA001,,,no data,,,0618979,,Peter George,,,,,Groundstone misuse,,,,ENM838; polaroid 600 print,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00857,print,color,no,PA001,,,no data,,,0618979,,Peter George,,,,,Groundstone misuse,,,,ENM838; polaroid 600 print,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00858,print,color,no,PA001,,,no data,,,0618979,,Peter George,,,,,Groundstone misuse,,,,ENM838; polaroid 600 print,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00859,print,color,no,PA001,,,no data,,,0618979,,Peter George,,,,,Groundstone misuse,,,,ENM838; polaroid 600 print,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00860,print,color,no,PA001,,,no data,,,0618979,,Peter George,,,,,Groundstone misuse,,,,ENM838; polaroid 600 print,Salmon Curation Office,N Espinosa,,
LA 8846,,,PA00861,print,color,no,PA001,,,no data,,,0618979,,Peter George,,,,,Groundstone misuse,,,,ENM838; polaroid 600 print,Salmon Curation Office,N Espinosa,,
LA 8846,005W,,PA00239,print,black-white,no,PA001,,,no data,,,0700972,,no data,,,,,"Hearth, kiva",,,,with corrugated jar PA00238,Salmon Curation Office,N Espinosa,,
LA 8846,005W,,PA00240,print,black-white,no,PA001,,,no data,,,0700972,,no data,,,,,"Hearth, kiva",,,,with corrugated jar PA00238,Salmon Curation Office,N Espinosa,,
